"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend"
133,"LR",1,"25",0.105,1,"4","4",0,1
133,"LR",1,"25",0.105,1,"4","4",0,1
133,"LR",1,"25",0.105,1,"4","4",0,1
133,"LR",1,"25",0.105,1,"4","4",0,1
134,"FB",0,"21",0.024,0,"2","3",0,0
134,"FB",0,"21",0.024,0,"2","3",0,0
134,"FB",0,"21",0.024,0,"2","3",0,0
134,"FB",0,"21",0.024,0,"2","3",0,0
134,"LR",0,"21",0.024,0,"2","3",0,0
134,"LR",0,"21",0.024,0,"2","3",0,0
134,"LR",0,"21",0.024,0,"2","3",0,0
134,"LR",0,"21",0.024,0,"2","3",0,0
135,"FB",1,"5",1,1,"3","2",1,1
135,"FB",1,"5",1,1,"3","2",1,1
135,"FB",1,"5",1,1,"3","2",1,1
135,"FB",1,"5",1,1,"3","2",1,1
135,"LR",1,"5",1,1,"3","2",1,1
135,"LR",1,"5",1,1,"3","2",1,1
135,"LR",1,"5",1,1,"3","2",1,1
135,"LR",1,"5",1,1,"3","2",1,1
136,"FB",1,"1",0.999,0,"1","1",1,0
136,"FB",1,"1",0.999,0,"1","1",1,0
136,"FB",1,"1",0.999,0,"1","1",1,0
136,"FB",1,"1",0.999,0,"1","1",1,0
136,"LR",0,"1",0.999,0,"1","1",1,0
136,"LR",0,"1",0.999,0,"1","1",1,0
136,"LR",0,"1",0.999,0,"1","1",1,0
136,"LR",0,"1",0.999,0,"1","1",1,0
137,"FB",1,"1",0.992,0,"1","1",1,0
137,"FB",1,"1",0.992,0,"1","1",1,0
137,"FB",1,"1",0.992,0,"1","1",1,0
137,"FB",1,"1",0.992,0,"1","1",1,0
137,"LR",0,"1",0.992,0,"1","1",1,0
137,"LR",0,"1",0.992,0,"1","1",1,0
137,"LR",0,"1",0.992,0,"1","1",1,0
137,"LR",0,"1",0.992,0,"1","1",1,0
138,"FB",0,"25",0,1,"4","4",0,1
138,"FB",0,"25",0,1,"4","4",0,1
138,"FB",0,"25",0,1,"4","4",0,1
138,"FB",0,"25",0,1,"4","4",0,1
138,"LR",1,"25",0,1,"4","4",0,1
138,"LR",1,"25",0,1,"4","4",0,1
138,"LR",1,"25",0,1,"4","4",0,1
138,"LR",1,"25",0,1,"4","4",0,1
139,"FB",0,"21",0.025,0,"2","3",0,0
139,"FB",0,"21",0.025,0,"2","3",0,0
139,"FB",0,"21",0.025,0,"2","3",0,0
139,"FB",0,"21",0.025,0,"2","3",0,0
139,"LR",0,"21",0.025,0,"2","3",0,0
139,"LR",0,"21",0.025,0,"2","3",0,0
139,"LR",0,"21",0.025,0,"2","3",0,0
139,"LR",0,"21",0.025,0,"2","3",0,0
140,"FB",0,"21",0,0.025,"2","3",0,0
140,"FB",0,"21",0,0.025,"2","3",0,0
140,"FB",0,"21",0,0.025,"2","3",0,0
140,"FB",0,"21",0,0.025,"2","3",0,0
140,"LR",0,"21",0,0.025,"2","3",0,0
140,"LR",0,"21",0,0.025,"2","3",0,0
140,"LR",0,"21",0,0.025,"2","3",0,0
140,"LR",0,"21",0,0.025,"2","3",0,0
141,"FB",0,"25",0,0.99,"4","4",0,1
141,"FB",0,"25",0,0.99,"4","4",0,1
141,"FB",0,"25",0,0.99,"4","4",0,1
141,"FB",0,"25",0,0.99,"4","4",0,1
141,"LR",1,"25",0,0.99,"4","4",0,1
141,"LR",1,"25",0,0.99,"4","4",0,1
141,"LR",1,"25",0,0.99,"4","4",0,1
141,"LR",1,"25",0,0.99,"4","4",0,1
142,"FB",0,"21",0,0.028,"2","3",0,0
142,"FB",0,"21",0,0.028,"2","3",0,0
142,"FB",0,"21",0,0.028,"2","3",0,0
142,"FB",0,"21",0,0.028,"2","3",0,0
142,"LR",0,"21",0,0.028,"2","3",0,0
142,"LR",0,"21",0,0.028,"2","3",0,0
142,"LR",0,"21",0,0.028,"2","3",0,0
142,"LR",0,"21",0,0.028,"2","3",0,0
143,"FB",1,"5",1,1,"3","2",1,1
143,"FB",1,"5",1,1,"3","2",1,1
143,"FB",1,"5",1,1,"3","2",1,1
143,"FB",1,"5",1,1,"3","2",1,1
143,"LR",1,"5",1,1,"3","2",1,1
143,"LR",1,"5",1,1,"3","2",1,1
143,"LR",1,"5",1,1,"3","2",1,1
143,"LR",1,"5",1,1,"3","2",1,1
144,"FB",1,"5",0.973,1,"3","2",1,1
144,"FB",1,"5",0.973,1,"3","2",1,1
144,"FB",1,"5",0.973,1,"3","2",1,1
144,"FB",1,"5",0.973,1,"3","2",1,1
144,"LR",1,"5",0.973,1,"3","2",1,1
144,"LR",1,"5",0.973,1,"3","2",1,1
144,"LR",1,"5",0.973,1,"3","2",1,1
144,"LR",1,"5",0.973,1,"3","2",1,1
145,"FB",1,"1",1,0.065,"1","1",1,0.25
145,"FB",1,"1",1,0.065,"1","1",1,0.25
145,"FB",1,"1",1,0.065,"1","1",1,0.25
145,"FB",1,"1",1,0.065,"1","1",1,0.25
145,"LR",0,"1",1,0.065,"1","1",1,0.25
145,"LR",0,"1",1,0.065,"1","1",1,0.25
145,"LR",0,"1",1,0.065,"1","1",1,0.25
145,"LR",1,"1",1,0.065,"1","1",1,0.25
146,"FB",1,"5",1,1,"3","2",1,1
146,"FB",1,"5",1,1,"3","2",1,1
146,"FB",1,"5",1,1,"3","2",1,1
146,"FB",1,"5",1,1,"3","2",1,1
146,"LR",1,"5",1,1,"3","2",1,1
146,"LR",1,"5",1,1,"3","2",1,1
146,"LR",1,"5",1,1,"3","2",1,1
146,"LR",1,"5",1,1,"3","2",1,1
147,"FB",0,"21",0,0.129,"2","3",0,0.25
147,"FB",0,"21",0,0.129,"2","3",0,0.25
147,"FB",0,"21",0,0.129,"2","3",0,0.25
147,"FB",0,"21",0,0.129,"2","3",0,0.25
147,"LR",0,"21",0,0.129,"2","3",0,0.25
147,"LR",0,"21",0,0.129,"2","3",0,0.25
147,"LR",0,"21",0,0.129,"2","3",0,0.25
147,"LR",1,"21",0,0.129,"2","3",0,0.25
148,"FB",1,"5",0.917,0.933,"3","2",1,1
148,"FB",1,"5",0.917,0.933,"3","2",1,1
148,"FB",1,"5",0.917,0.933,"3","2",1,1
148,"FB",1,"5",0.917,0.933,"3","2",1,1
148,"LR",1,"5",0.917,0.933,"3","2",1,1
148,"LR",1,"5",0.917,0.933,"3","2",1,1
148,"LR",1,"5",0.917,0.933,"3","2",1,1
148,"LR",1,"5",0.917,0.933,"3","2",1,1
149,"FB",1,"1",1,0.054,"1","1",1,0
149,"FB",1,"1",1,0.054,"1","1",1,0
149,"FB",1,"1",1,0.054,"1","1",1,0
149,"FB",1,"1",1,0.054,"1","1",1,0
149,"LR",0,"1",1,0.054,"1","1",1,0
149,"LR",0,"1",1,0.054,"1","1",1,0
149,"LR",0,"1",1,0.054,"1","1",1,0
149,"LR",0,"1",1,0.054,"1","1",1,0
150,"FB",0,"21",0.026,0.008,"2","3",0,0
150,"FB",0,"21",0.026,0.008,"2","3",0,0
150,"FB",0,"21",0.026,0.008,"2","3",0,0
150,"FB",0,"21",0.026,0.008,"2","3",0,0
150,"LR",0,"21",0.026,0.008,"2","3",0,0
150,"LR",0,"21",0.026,0.008,"2","3",0,0
150,"LR",0,"21",0.026,0.008,"2","3",0,0
150,"LR",0,"21",0.026,0.008,"2","3",0,0
151,"FB",0,"21",0,0,"2","3",0,0
151,"FB",0,"21",0,0,"2","3",0,0
151,"FB",0,"21",0,0,"2","3",0,0
151,"FB",0,"21",0,0,"2","3",0,0
151,"LR",0,"21",0,0,"2","3",0,0
151,"LR",0,"21",0,0,"2","3",0,0
151,"LR",0,"21",0,0,"2","3",0,0
151,"LR",0,"21",0,0,"2","3",0,0
152,"FB",0,"21",0,0.046,"2","3",0,0
152,"FB",0,"21",0,0.046,"2","3",0,0
152,"FB",0,"21",0,0.046,"2","3",0,0
152,"FB",0,"21",0,0.046,"2","3",0,0
152,"LR",0,"21",0,0.046,"2","3",0,0
152,"LR",0,"21",0,0.046,"2","3",0,0
152,"LR",0,"21",0,0.046,"2","3",0,0
152,"LR",0,"21",0,0.046,"2","3",0,0
153,"FB",0,"21",0,0,"2","3",0,0
153,"FB",0,"21",0,0,"2","3",0,0
153,"FB",0,"21",0,0,"2","3",0,0
153,"FB",0,"21",0,0,"2","3",0,0
153,"LR",0,"21",0,0,"2","3",0,0
153,"LR",0,"21",0,0,"2","3",0,0
153,"LR",0,"21",0,0,"2","3",0,0
153,"LR",0,"21",0,0,"2","3",0,0
154,"FB",0,"21",0,0,"2","3",0,0
154,"FB",0,"21",0,0,"2","3",0,0
154,"FB",0,"21",0,0,"2","3",0,0
154,"FB",0,"21",0,0,"2","3",0,0
154,"LR",0,"21",0,0,"2","3",0,0
154,"LR",0,"21",0,0,"2","3",0,0
154,"LR",0,"21",0,0,"2","3",0,0
154,"LR",0,"21",0,0,"2","3",0,0
155,"FB",0,"21",0,0.002,"2","3",0,0
155,"FB",0,"21",0,0.002,"2","3",0,0
155,"FB",0,"21",0,0.002,"2","3",0,0
155,"FB",0,"21",0,0.002,"2","3",0,0
155,"LR",0,"21",0,0.002,"2","3",0,0
155,"LR",0,"21",0,0.002,"2","3",0,0
155,"LR",0,"21",0,0.002,"2","3",0,0
155,"LR",0,"21",0,0.002,"2","3",0,0
156,"FB",1,"5",0.952,1,"3","2",1,1
156,"FB",1,"5",0.952,1,"3","2",1,1
156,"FB",1,"5",0.952,1,"3","2",1,1
156,"FB",1,"5",0.952,1,"3","2",1,1
156,"LR",1,"5",0.952,1,"3","2",1,1
156,"LR",1,"5",0.952,1,"3","2",1,1
156,"LR",1,"5",0.952,1,"3","2",1,1
156,"LR",1,"5",0.952,1,"3","2",1,1
157,"FB",1,"5",1,0.972,"3","2",1,1
157,"FB",1,"5",1,0.972,"3","2",1,1
157,"FB",1,"5",1,0.972,"3","2",1,1
157,"FB",1,"5",1,0.972,"3","2",1,1
157,"LR",1,"5",1,0.972,"3","2",1,1
157,"LR",1,"5",1,0.972,"3","2",1,1
157,"LR",1,"5",1,0.972,"3","2",1,1
157,"LR",1,"5",1,0.972,"3","2",1,1
158,"FB",1,"5",0.998,1,"3","2",1,1
158,"FB",1,"5",0.998,1,"3","2",1,1
158,"FB",1,"5",0.998,1,"3","2",1,1
158,"FB",1,"5",0.998,1,"3","2",1,1
158,"LR",1,"5",0.998,1,"3","2",1,1
158,"LR",1,"5",0.998,1,"3","2",1,1
158,"LR",1,"5",0.998,1,"3","2",1,1
158,"LR",1,"5",0.998,1,"3","2",1,1
159,"FB",1,"1",0.926,0.05,"1","1",1,0.25
159,"FB",1,"1",0.926,0.05,"1","1",1,0.25
159,"FB",1,"1",0.926,0.05,"1","1",1,0.25
159,"FB",1,"1",0.926,0.05,"1","1",1,0.25
159,"LR",0,"1",0.926,0.05,"1","1",1,0.25
159,"LR",0,"1",0.926,0.05,"1","1",1,0.25
159,"LR",0,"1",0.926,0.05,"1","1",1,0.25
159,"LR",1,"1",0.926,0.05,"1","1",1,0.25
160,"FB",0,"25",0,1,"4","4",0,1
160,"FB",0,"25",0,1,"4","4",0,1
160,"FB",0,"25",0,1,"4","4",0,1
160,"FB",0,"25",0,1,"4","4",0,1
160,"LR",1,"25",0,1,"4","4",0,1
160,"LR",1,"25",0,1,"4","4",0,1
160,"LR",1,"25",0,1,"4","4",0,1
160,"LR",1,"25",0,1,"4","4",0,1
161,"FB",0,"21",0.039,0.024,"2","3",0,0
161,"FB",0,"21",0.039,0.024,"2","3",0,0
161,"FB",0,"21",0.039,0.024,"2","3",0,0
161,"FB",0,"21",0.039,0.024,"2","3",0,0
161,"LR",0,"21",0.039,0.024,"2","3",0,0
161,"LR",0,"21",0.039,0.024,"2","3",0,0
161,"LR",0,"21",0.039,0.024,"2","3",0,0
161,"LR",0,"21",0.039,0.024,"2","3",0,0
162,"FB",0,"25",0,0.996,"4","4",0,1
162,"FB",0,"25",0,0.996,"4","4",0,1
162,"FB",0,"25",0,0.996,"4","4",0,1
162,"FB",0,"25",0,0.996,"4","4",0,1
162,"LR",1,"25",0,0.996,"4","4",0,1
162,"LR",1,"25",0,0.996,"4","4",0,1
162,"LR",1,"25",0,0.996,"4","4",0,1
162,"LR",1,"25",0,0.996,"4","4",0,1
163,"FB",1,"1",0.971,0,"1","1",1,0
163,"FB",1,"1",0.971,0,"1","1",1,0
163,"FB",1,"1",0.971,0,"1","1",1,0
163,"FB",1,"1",0.971,0,"1","1",1,0
163,"LR",0,"1",0.971,0,"1","1",1,0
163,"LR",0,"1",0.971,0,"1","1",1,0
163,"LR",0,"1",0.971,0,"1","1",1,0
163,"LR",0,"1",0.971,0,"1","1",1,0
164,"FB",0,"5",0.919,1,"3","2",0.75,1
164,"FB",1,"5",0.919,1,"3","2",0.75,1
164,"FB",1,"5",0.919,1,"3","2",0.75,1
164,"FB",1,"5",0.919,1,"3","2",0.75,1
164,"LR",1,"5",0.919,1,"3","2",0.75,1
164,"LR",1,"5",0.919,1,"3","2",0.75,1
164,"LR",1,"5",0.919,1,"3","2",0.75,1
164,"LR",1,"5",0.919,1,"3","2",0.75,1
165,"FB",0,"25",0,0.954,"4","4",0,1
165,"FB",0,"25",0,0.954,"4","4",0,1
165,"FB",0,"25",0,0.954,"4","4",0,1
165,"FB",0,"25",0,0.954,"4","4",0,1
165,"LR",1,"25",0,0.954,"4","4",0,1
165,"LR",1,"25",0,0.954,"4","4",0,1
165,"LR",1,"25",0,0.954,"4","4",0,1
165,"LR",1,"25",0,0.954,"4","4",0,1
166,"FB",1,"5",1,1,"3","2",1,1
166,"FB",1,"5",1,1,"3","2",1,1
166,"FB",1,"5",1,1,"3","2",1,1
166,"FB",1,"5",1,1,"3","2",1,1
166,"LR",1,"5",1,1,"3","2",1,1
166,"LR",1,"5",1,1,"3","2",1,1
166,"LR",1,"5",1,1,"3","2",1,1
166,"LR",1,"5",1,1,"3","2",1,1
167,"FB",0,"25",0.005,0.994,"4","4",0,1
167,"FB",0,"25",0.005,0.994,"4","4",0,1
167,"FB",0,"25",0.005,0.994,"4","4",0,1
167,"FB",0,"25",0.005,0.994,"4","4",0,1
167,"LR",1,"25",0.005,0.994,"4","4",0,1
167,"LR",1,"25",0.005,0.994,"4","4",0,1
167,"LR",1,"25",0.005,0.994,"4","4",0,1
167,"LR",1,"25",0.005,0.994,"4","4",0,1
168,"FB",0,"25",0.022,1,"4","4",0,1
168,"FB",0,"25",0.022,1,"4","4",0,1
168,"FB",0,"25",0.022,1,"4","4",0,1
168,"FB",0,"25",0.022,1,"4","4",0,1
168,"LR",1,"25",0.022,1,"4","4",0,1
168,"LR",1,"25",0.022,1,"4","4",0,1
168,"LR",1,"25",0.022,1,"4","4",0,1
168,"LR",1,"25",0.022,1,"4","4",0,1
169,"FB",1,"1",0.953,0,"1","1",1,0
169,"FB",1,"1",0.953,0,"1","1",1,0
169,"FB",1,"1",0.953,0,"1","1",1,0
169,"FB",1,"1",0.953,0,"1","1",1,0
169,"LR",0,"1",0.953,0,"1","1",1,0
169,"LR",0,"1",0.953,0,"1","1",1,0
169,"LR",0,"1",0.953,0,"1","1",1,0
169,"LR",0,"1",0.953,0,"1","1",1,0
170,"FB",0,"21",0,0,"2","3",0,0
170,"FB",0,"21",0,0,"2","3",0,0
170,"FB",0,"21",0,0,"2","3",0,0
170,"FB",0,"21",0,0,"2","3",0,0
170,"LR",0,"21",0,0,"2","3",0,0
170,"LR",0,"21",0,0,"2","3",0,0
170,"LR",0,"21",0,0,"2","3",0,0
170,"LR",0,"21",0,0,"2","3",0,0
171,"FB",1,"5",0.969,1,"3","2",1,1
171,"FB",1,"5",0.969,1,"3","2",1,1
171,"FB",1,"5",0.969,1,"3","2",1,1
171,"FB",1,"5",0.969,1,"3","2",1,1
171,"LR",1,"5",0.969,1,"3","2",1,1
171,"LR",1,"5",0.969,1,"3","2",1,1
171,"LR",1,"5",0.969,1,"3","2",1,1
171,"LR",1,"5",0.969,1,"3","2",1,1
172,"FB",0,"21",0,0.002,"2","3",0,0
172,"FB",0,"21",0,0.002,"2","3",0,0
172,"FB",0,"21",0,0.002,"2","3",0,0
172,"FB",0,"21",0,0.002,"2","3",0,0
172,"LR",0,"21",0,0.002,"2","3",0,0
172,"LR",0,"21",0,0.002,"2","3",0,0
172,"LR",0,"21",0,0.002,"2","3",0,0
172,"LR",0,"21",0,0.002,"2","3",0,0
173,"FB",0,"21",0,0,"2","3",0,0
173,"FB",0,"21",0,0,"2","3",0,0
173,"FB",0,"21",0,0,"2","3",0,0
173,"FB",0,"21",0,0,"2","3",0,0
173,"LR",0,"21",0,0,"2","3",0,0
173,"LR",0,"21",0,0,"2","3",0,0
173,"LR",0,"21",0,0,"2","3",0,0
173,"LR",0,"21",0,0,"2","3",0,0
174,"FB",1,"5",0.98,1,"3","2",1,1
174,"FB",1,"5",0.98,1,"3","2",1,1
174,"FB",1,"5",0.98,1,"3","2",1,1
174,"FB",1,"5",0.98,1,"3","2",1,1
174,"LR",1,"5",0.98,1,"3","2",1,1
174,"LR",1,"5",0.98,1,"3","2",1,1
174,"LR",1,"5",0.98,1,"3","2",1,1
174,"LR",1,"5",0.98,1,"3","2",1,1
175,"FB",0,"21",0,0.031,"2","3",0,0
175,"FB",0,"21",0,0.031,"2","3",0,0
175,"FB",0,"21",0,0.031,"2","3",0,0
175,"FB",0,"21",0,0.031,"2","3",0,0
175,"LR",0,"21",0,0.031,"2","3",0,0
175,"LR",0,"21",0,0.031,"2","3",0,0
175,"LR",0,"21",0,0.031,"2","3",0,0
175,"LR",0,"21",0,0.031,"2","3",0,0
176,"FB",1,"5",1,1,"3","2",1,1
176,"FB",1,"5",1,1,"3","2",1,1
176,"FB",1,"5",1,1,"3","2",1,1
176,"FB",1,"5",1,1,"3","2",1,1
176,"LR",1,"5",1,1,"3","2",1,1
176,"LR",1,"5",1,1,"3","2",1,1
176,"LR",1,"5",1,1,"3","2",1,1
176,"LR",1,"5",1,1,"3","2",1,1
177,"FB",1,"1",1,0,"1","1",1,0
177,"FB",1,"1",1,0,"1","1",1,0
177,"FB",1,"1",1,0,"1","1",1,0
177,"FB",1,"1",1,0,"1","1",1,0
177,"LR",0,"1",1,0,"1","1",1,0
177,"LR",0,"1",1,0,"1","1",1,0
177,"LR",0,"1",1,0,"1","1",1,0
177,"LR",0,"1",1,0,"1","1",1,0
178,"FB",0,"21",0,0,"2","3",0,0
178,"FB",0,"21",0,0,"2","3",0,0
178,"FB",0,"21",0,0,"2","3",0,0
178,"FB",0,"21",0,0,"2","3",0,0
178,"LR",0,"21",0,0,"2","3",0,0
178,"LR",0,"21",0,0,"2","3",0,0
178,"LR",0,"21",0,0,"2","3",0,0
178,"LR",0,"21",0,0,"2","3",0,0
179,"FB",0,"21",0.025,0.054,"2","3",0,0
179,"FB",0,"21",0.025,0.054,"2","3",0,0
179,"FB",0,"21",0.025,0.054,"2","3",0,0
179,"FB",0,"21",0.025,0.054,"2","3",0,0
179,"LR",0,"21",0.025,0.054,"2","3",0,0
179,"LR",0,"21",0.025,0.054,"2","3",0,0
179,"LR",0,"21",0.025,0.054,"2","3",0,0
179,"LR",0,"21",0.025,0.054,"2","3",0,0
180,"FB",1,"1",0.991,0.004,"1","1",1,0
180,"FB",1,"1",0.991,0.004,"1","1",1,0
180,"FB",1,"1",0.991,0.004,"1","1",1,0
180,"FB",1,"1",0.991,0.004,"1","1",1,0
180,"LR",0,"1",0.991,0.004,"1","1",1,0
180,"LR",0,"1",0.991,0.004,"1","1",1,0
180,"LR",0,"1",0.991,0.004,"1","1",1,0
180,"LR",0,"1",0.991,0.004,"1","1",1,0
181,"FB",1,"1",1,0,"1","1",1,0
181,"FB",1,"1",1,0,"1","1",1,0
181,"FB",1,"1",1,0,"1","1",1,0
181,"FB",1,"1",1,0,"1","1",1,0
181,"LR",0,"1",1,0,"1","1",1,0
181,"LR",0,"1",1,0,"1","1",1,0
181,"LR",0,"1",1,0,"1","1",1,0
181,"LR",0,"1",1,0,"1","1",1,0
182,"FB",0,"25",0,1,"4","4",0,1
182,"FB",0,"25",0,1,"4","4",0,1
182,"FB",0,"25",0,1,"4","4",0,1
182,"FB",0,"25",0,1,"4","4",0,1
182,"LR",1,"25",0,1,"4","4",0,1
182,"LR",1,"25",0,1,"4","4",0,1
182,"LR",1,"25",0,1,"4","4",0,1
182,"LR",1,"25",0,1,"4","4",0,1
183,"FB",1,"5",1,0.977,"3","2",1,1
183,"FB",1,"5",1,0.977,"3","2",1,1
183,"FB",1,"5",1,0.977,"3","2",1,1
183,"FB",1,"5",1,0.977,"3","2",1,1
183,"LR",1,"5",1,0.977,"3","2",1,1
183,"LR",1,"5",1,0.977,"3","2",1,1
183,"LR",1,"5",1,0.977,"3","2",1,1
183,"LR",1,"5",1,0.977,"3","2",1,1
184,"FB",1,"1",1,0.048,"1","1",1,0
184,"FB",1,"1",1,0.048,"1","1",1,0
184,"FB",1,"1",1,0.048,"1","1",1,0
184,"FB",1,"1",1,0.048,"1","1",1,0
184,"LR",0,"1",1,0.048,"1","1",1,0
184,"LR",0,"1",1,0.048,"1","1",1,0
184,"LR",0,"1",1,0.048,"1","1",1,0
184,"LR",0,"1",1,0.048,"1","1",1,0
185,"FB",1,"1",0.976,0.004,"1","1",1,0
185,"FB",1,"1",0.976,0.004,"1","1",1,0
185,"FB",1,"1",0.976,0.004,"1","1",1,0
185,"FB",1,"1",0.976,0.004,"1","1",1,0
185,"LR",0,"1",0.976,0.004,"1","1",1,0
185,"LR",0,"1",0.976,0.004,"1","1",1,0
185,"LR",0,"1",0.976,0.004,"1","1",1,0
185,"LR",0,"1",0.976,0.004,"1","1",1,0
186,"FB",0,"25",0.014,0.91,"4","4",0,1
186,"FB",0,"25",0.014,0.91,"4","4",0,1
186,"FB",0,"25",0.014,0.91,"4","4",0,1
186,"FB",0,"25",0.014,0.91,"4","4",0,1
186,"LR",1,"25",0.014,0.91,"4","4",0,1
186,"LR",1,"25",0.014,0.91,"4","4",0,1
186,"LR",1,"25",0.014,0.91,"4","4",0,1
186,"LR",1,"25",0.014,0.91,"4","4",0,1
187,"FB",0,"25",0,0.959,"4","4",0,1
187,"FB",0,"25",0,0.959,"4","4",0,1
187,"FB",0,"25",0,0.959,"4","4",0,1
187,"FB",0,"25",0,0.959,"4","4",0,1
187,"LR",1,"25",0,0.959,"4","4",0,1
187,"LR",1,"25",0,0.959,"4","4",0,1
187,"LR",1,"25",0,0.959,"4","4",0,1
187,"LR",1,"25",0,0.959,"4","4",0,1
188,"FB",1,"1",1,0,"1","1",1,0
188,"FB",1,"1",1,0,"1","1",1,0
188,"FB",1,"1",1,0,"1","1",1,0
188,"FB",1,"1",1,0,"1","1",1,0
188,"LR",0,"1",1,0,"1","1",1,0
188,"LR",0,"1",1,0,"1","1",1,0
188,"LR",0,"1",1,0,"1","1",1,0
188,"LR",0,"1",1,0,"1","1",1,0
189,"FB",1,"1",1,0,"1","1",1,0
189,"FB",1,"1",1,0,"1","1",1,0
189,"FB",1,"1",1,0,"1","1",1,0
189,"FB",1,"1",1,0,"1","1",1,0
189,"LR",0,"1",1,0,"1","1",1,0
189,"LR",0,"1",1,0,"1","1",1,0
189,"LR",0,"1",1,0,"1","1",1,0
189,"LR",0,"1",1,0,"1","1",1,0
190,"FB",0,"21",0,0.011,"2","3",0,0
190,"FB",0,"21",0,0.011,"2","3",0,0
190,"FB",0,"21",0,0.011,"2","3",0,0
190,"FB",0,"21",0,0.011,"2","3",0,0
190,"LR",0,"21",0,0.011,"2","3",0,0
190,"LR",0,"21",0,0.011,"2","3",0,0
190,"LR",0,"21",0,0.011,"2","3",0,0
190,"LR",0,"21",0,0.011,"2","3",0,0
191,"FB",1,"5",1,0.982,"3","2",1,1
191,"FB",1,"5",1,0.982,"3","2",1,1
191,"FB",1,"5",1,0.982,"3","2",1,1
191,"FB",1,"5",1,0.982,"3","2",1,1
191,"LR",1,"5",1,0.982,"3","2",1,1
191,"LR",1,"5",1,0.982,"3","2",1,1
191,"LR",1,"5",1,0.982,"3","2",1,1
191,"LR",1,"5",1,0.982,"3","2",1,1
192,"FB",0,"21",0.015,0.004,"2","3",0,0
192,"FB",0,"21",0.015,0.004,"2","3",0,0
192,"FB",0,"21",0.015,0.004,"2","3",0,0
192,"FB",0,"21",0.015,0.004,"2","3",0,0
192,"LR",0,"21",0.015,0.004,"2","3",0,0
192,"LR",0,"21",0.015,0.004,"2","3",0,0
192,"LR",0,"21",0.015,0.004,"2","3",0,0
192,"LR",0,"21",0.015,0.004,"2","3",0,0
193,"FB",0,"25",0.091,1,"4","4",0.25,1
193,"FB",0,"25",0.091,1,"4","4",0.25,1
193,"FB",0,"25",0.091,1,"4","4",0.25,1
193,"FB",1,"25",0.091,1,"4","4",0.25,1
193,"LR",1,"25",0.091,1,"4","4",0.25,1
193,"LR",1,"25",0.091,1,"4","4",0.25,1
193,"LR",1,"25",0.091,1,"4","4",0.25,1
193,"LR",1,"25",0.091,1,"4","4",0.25,1
194,"FB",0,"21",0.015,0,"2","3",0,0
194,"FB",0,"21",0.015,0,"2","3",0,0
194,"FB",0,"21",0.015,0,"2","3",0,0
194,"FB",0,"21",0.015,0,"2","3",0,0
194,"LR",0,"21",0.015,0,"2","3",0,0
194,"LR",0,"21",0.015,0,"2","3",0,0
194,"LR",0,"21",0.015,0,"2","3",0,0
194,"LR",0,"21",0.015,0,"2","3",0,0
195,"FB",0,"25",0,0.923,"4","4",0,1
195,"FB",0,"25",0,0.923,"4","4",0,1
195,"FB",0,"25",0,0.923,"4","4",0,1
195,"FB",0,"25",0,0.923,"4","4",0,1
195,"LR",1,"25",0,0.923,"4","4",0,1
195,"LR",1,"25",0,0.923,"4","4",0,1
195,"LR",1,"25",0,0.923,"4","4",0,1
195,"LR",1,"25",0,0.923,"4","4",0,1
196,"FB",1,"5",1,0.995,"3","2",1,1
196,"FB",1,"5",1,0.995,"3","2",1,1
196,"FB",1,"5",1,0.995,"3","2",1,1
196,"FB",1,"5",1,0.995,"3","2",1,1
196,"LR",1,"5",1,0.995,"3","2",1,1
196,"LR",1,"5",1,0.995,"3","2",1,1
196,"LR",1,"5",1,0.995,"3","2",1,1
196,"LR",1,"5",1,0.995,"3","2",1,1
197,"FB",1,"1",1,0,"1","1",1,0
197,"FB",1,"1",1,0,"1","1",1,0
197,"FB",1,"1",1,0,"1","1",1,0
197,"FB",1,"1",1,0,"1","1",1,0
197,"LR",0,"1",1,0,"1","1",1,0
197,"LR",0,"1",1,0,"1","1",1,0
197,"LR",0,"1",1,0,"1","1",1,0
197,"LR",0,"1",1,0,"1","1",1,0
198,"FB",1,"5",1,0.956,"3","2",1,1
198,"FB",1,"5",1,0.956,"3","2",1,1
198,"FB",1,"5",1,0.956,"3","2",1,1
198,"FB",1,"5",1,0.956,"3","2",1,1
198,"LR",1,"5",1,0.956,"3","2",1,1
198,"LR",1,"5",1,0.956,"3","2",1,1
198,"LR",1,"5",1,0.956,"3","2",1,1
198,"LR",1,"5",1,0.956,"3","2",1,1
199,"FB",0,"21",0,0,"2","3",0,0
199,"FB",0,"21",0,0,"2","3",0,0
199,"FB",0,"21",0,0,"2","3",0,0
199,"FB",0,"21",0,0,"2","3",0,0
199,"LR",0,"21",0,0,"2","3",0,0
199,"LR",0,"21",0,0,"2","3",0,0
199,"LR",0,"21",0,0,"2","3",0,0
199,"LR",0,"21",0,0,"2","3",0,0
200,"FB",1,"5",0.994,1,"3","2",1,1
200,"FB",1,"5",0.994,1,"3","2",1,1
200,"FB",1,"5",0.994,1,"3","2",1,1
200,"FB",1,"5",0.994,1,"3","2",1,1
200,"LR",1,"5",0.994,1,"3","2",1,1
200,"LR",1,"5",0.994,1,"3","2",1,1
200,"LR",1,"5",0.994,1,"3","2",1,1
